2023-09-04 22:08:50	Test-time adaptation benchmark: scenarios=Scenario(task='classification', model_name='resnet26', model_adaptation_method='rotta', model_selection_method='last_iterate', base_data_name='cifar10', src_data_name='cifar10', test_domains=[TestDomain(base_data_name='cifar10', data_name='cifar10_c_deterministic-elastic_transform-5', shift_type='synthetic', shift_property=SyntheticShiftProperty(shift_degree=5, shift_name='elastic_transform', version='deterministic', has_shift=True), domain_sampling_name='uniform', domain_sampling_value=None, domain_sampling_ratio=1.0)], test_case=TestCase(inter_domain=HeterogeneousNoMixture(has_mixture=False, non_iid_pattern='class_wise_over_domain', non_iid_ness=0.1), batch_size=64, data_wise='batch_wise', offline_pre_adapt=False, episodic=False, intra_domain_shuffle=True))
2023-09-04 22:08:57		initialize selection method=last_iterate.
2023-09-04 22:08:57		adapt the model for 1 steps with lr=0.001.
2023-09-04 22:08:58		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 22:08:58		initialize selection method=last_iterate.
2023-09-04 22:08:58		adapt the model for 1 steps with lr=0.001.
2023-09-04 22:08:58		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 22:08:58		initialize selection method=last_iterate.
2023-09-04 22:08:58		adapt the model for 1 steps with lr=0.001.
2023-09-04 22:08:59		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 22:08:59		initialize selection method=last_iterate.
2023-09-04 22:08:59		adapt the model for 1 steps with lr=0.001.
2023-09-04 22:09:00		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 22:09:00		initialize selection method=last_iterate.
2023-09-04 22:09:00		adapt the model for 1 steps with lr=0.001.
2023-09-04 22:09:01		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 22:09:01		initialize selection method=last_iterate.
2023-09-04 22:09:01		adapt the model for 1 steps with lr=0.001.
2023-09-04 22:09:01		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 22:09:01		initialize selection method=last_iterate.
2023-09-04 22:09:01		adapt the model for 1 steps with lr=0.001.
2023-09-04 22:09:02		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 22:09:02		initialize selection method=last_iterate.
2023-09-04 22:09:02		adapt the model for 1 steps with lr=0.001.
2023-09-04 22:09:03		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 22:09:03		initialize selection method=last_iterate.
2023-09-04 22:09:03		adapt the model for 1 steps with lr=0.001.
2023-09-04 22:09:04		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 22:09:04		initialize selection method=last_iterate.
2023-09-04 22:09:04		adapt the model for 1 steps with lr=0.001.
2023-09-04 22:09:05		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 22:09:05		initialize selection method=last_iterate.
2023-09-04 22:09:05		adapt the model for 1 steps with lr=0.001.
2023-09-04 22:09:06		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 22:09:06		initialize selection method=last_iterate.
2023-09-04 22:09:06		adapt the model for 1 steps with lr=0.001.
2023-09-04 22:09:07		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 22:09:07		initialize selection method=last_iterate.
2023-09-04 22:09:07		adapt the model for 1 steps with lr=0.001.
2023-09-04 22:09:08		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 22:09:08		initialize selection method=last_iterate.
2023-09-04 22:09:08		adapt the model for 1 steps with lr=0.001.
2023-09-04 22:09:09		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 22:09:09		initialize selection method=last_iterate.
2023-09-04 22:09:09		adapt the model for 1 steps with lr=0.001.
2023-09-04 22:09:10		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 22:09:10		initialize selection method=last_iterate.
2023-09-04 22:09:10		adapt the model for 1 steps with lr=0.001.
2023-09-04 22:09:11		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 22:09:11		initialize selection method=last_iterate.
2023-09-04 22:09:11		adapt the model for 1 steps with lr=0.001.
2023-09-04 22:09:12		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 22:09:12		initialize selection method=last_iterate.
2023-09-04 22:09:12		adapt the model for 1 steps with lr=0.001.
2023-09-04 22:09:13		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 22:09:13		initialize selection method=last_iterate.
2023-09-04 22:09:13		adapt the model for 1 steps with lr=0.001.
2023-09-04 22:09:14		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
