2023-09-12 14:55:41	Test-time adaptation benchmark: scenarios=Scenario(task='classification', model_name='resnet26', model_adaptation_method='rotta', model_selection_method='last_iterate', base_data_name='cifar10', src_data_name='cifar10', test_domains=[TestDomain(base_data_name='cifar10', data_name='cifar10_c_deterministic-impulse_noise-1', shift_type='synthetic', shift_property=SyntheticShiftProperty(shift_degree=1, shift_name='impulse_noise', version='deterministic', has_shift=True), domain_sampling_name='uniform', domain_sampling_value=None, domain_sampling_ratio=1.0)], test_case=TestCase(inter_domain=HeterogeneousNoMixture(has_mixture=False, non_iid_pattern='class_wise_over_domain', non_iid_ness=0.1), batch_size=64, data_wise='batch_wise', offline_pre_adapt=False, episodic=False, intra_domain_shuffle=True))
2023-09-12 14:55:49		initialize selection method=last_iterate.
2023-09-12 14:55:49		adapt the model for 1 steps with lr=0.001.
2023-09-12 14:55:49		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-12 14:55:49		initialize selection method=last_iterate.
2023-09-12 14:55:49		adapt the model for 1 steps with lr=0.001.
2023-09-12 14:55:50		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-12 14:55:50		initialize selection method=last_iterate.
2023-09-12 14:55:50		adapt the model for 1 steps with lr=0.001.
2023-09-12 14:55:51		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-12 14:55:51		initialize selection method=last_iterate.
2023-09-12 14:55:51		adapt the model for 1 steps with lr=0.001.
2023-09-12 14:55:52		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-12 14:55:52		initialize selection method=last_iterate.
2023-09-12 14:55:52		adapt the model for 1 steps with lr=0.001.
2023-09-12 14:55:53		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-12 14:55:53		initialize selection method=last_iterate.
2023-09-12 14:55:53		adapt the model for 1 steps with lr=0.001.
2023-09-12 14:55:54		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-12 14:55:54		initialize selection method=last_iterate.
2023-09-12 14:55:54		adapt the model for 1 steps with lr=0.001.
2023-09-12 14:55:55		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-12 14:55:55		initialize selection method=last_iterate.
2023-09-12 14:55:55		adapt the model for 1 steps with lr=0.001.
2023-09-12 14:55:56		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-12 14:55:56		initialize selection method=last_iterate.
2023-09-12 14:55:56		adapt the model for 1 steps with lr=0.001.
2023-09-12 14:55:57		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-12 14:55:57		initialize selection method=last_iterate.
2023-09-12 14:55:57		adapt the model for 1 steps with lr=0.001.
2023-09-12 14:55:58		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-12 14:55:58		initialize selection method=last_iterate.
2023-09-12 14:55:58		adapt the model for 1 steps with lr=0.001.
2023-09-12 14:55:59		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-12 14:55:59		initialize selection method=last_iterate.
2023-09-12 14:55:59		adapt the model for 1 steps with lr=0.001.
2023-09-12 14:56:00		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-12 14:56:00		initialize selection method=last_iterate.
2023-09-12 14:56:00		adapt the model for 1 steps with lr=0.001.
2023-09-12 14:56:01		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-12 14:56:01		initialize selection method=last_iterate.
2023-09-12 14:56:01		adapt the model for 1 steps with lr=0.001.
2023-09-12 14:56:02		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-12 14:56:02		initialize selection method=last_iterate.
2023-09-12 14:56:02		adapt the model for 1 steps with lr=0.001.
2023-09-12 14:56:03		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-12 14:56:03		initialize selection method=last_iterate.
2023-09-12 14:56:03		adapt the model for 1 steps with lr=0.001.
2023-09-12 14:56:05		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-12 14:56:05		initialize selection method=last_iterate.
2023-09-12 14:56:05		adapt the model for 1 steps with lr=0.001.
2023-09-12 14:56:06		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-12 14:56:06		initialize selection method=last_iterate.
2023-09-12 14:56:06		adapt the model for 1 steps with lr=0.001.
2023-09-12 14:56:07		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-12 14:56:07		initialize selection method=last_iterate.
2023-09-12 14:56:07		adapt the model for 1 steps with lr=0.001.
2023-09-12 14:56:08		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-12 14:56:08		initialize selection method=last_iterate.
2023-09-12 14:56:08		adapt the model for 1 steps with lr=0.001.
2023-09-12 14:56:09		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-12 14:56:09		initialize selection method=last_iterate.
2023-09-12 14:56:09		adapt the model for 1 steps with lr=0.001.
2023-09-12 14:56:10		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-12 14:56:10		initialize selection method=last_iterate.
2023-09-12 14:56:10		adapt the model for 1 steps with lr=0.001.
2023-09-12 14:56:11		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-12 14:56:11		initialize selection method=last_iterate.
2023-09-12 14:56:11		adapt the model for 1 steps with lr=0.001.
2023-09-12 14:56:12		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-12 14:56:12		initialize selection method=last_iterate.
2023-09-12 14:56:12		adapt the model for 1 steps with lr=0.001.
2023-09-12 14:56:13		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-12 14:56:13		initialize selection method=last_iterate.
2023-09-12 14:56:13		adapt the model for 1 steps with lr=0.001.
2023-09-12 14:56:14		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-12 14:56:14		initialize selection method=last_iterate.
2023-09-12 14:56:14		adapt the model for 1 steps with lr=0.001.
