2023-09-11 17:49:34	Test-time adaptation benchmark: scenarios=Scenario(task='classification', model_name='resnet26', model_adaptation_method='rotta', model_selection_method='last_iterate', base_data_name='cifar10', src_data_name='cifar10', test_domains=[TestDomain(base_data_name='cifar10', data_name='cifar10_c_deterministic-glass_blur-5', shift_type='synthetic', shift_property=SyntheticShiftProperty(shift_degree=5, shift_name='glass_blur', version='deterministic', has_shift=True), domain_sampling_name='uniform', domain_sampling_value=None, domain_sampling_ratio=1.0)], test_case=TestCase(inter_domain=HeterogeneousNoMixture(has_mixture=False, non_iid_pattern='class_wise_over_domain', non_iid_ness=0.1), batch_size=64, data_wise='batch_wise', offline_pre_adapt=False, episodic=False, intra_domain_shuffle=True))
2023-09-11 17:49:44		initialize selection method=last_iterate.
2023-09-11 17:49:44		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:49:45		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:49:45		initialize selection method=last_iterate.
2023-09-11 17:49:45		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:49:46		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:49:46		initialize selection method=last_iterate.
2023-09-11 17:49:46		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:49:47		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:49:47		initialize selection method=last_iterate.
2023-09-11 17:49:47		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:49:48		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:49:48		initialize selection method=last_iterate.
2023-09-11 17:49:48		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:49:49		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:49:49		initialize selection method=last_iterate.
2023-09-11 17:49:49		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:49:51		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:49:51		initialize selection method=last_iterate.
2023-09-11 17:49:51		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:49:52		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:49:52		initialize selection method=last_iterate.
2023-09-11 17:49:52		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:49:53		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:49:53		initialize selection method=last_iterate.
2023-09-11 17:49:53		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:49:55		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:49:55		initialize selection method=last_iterate.
2023-09-11 17:49:55		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:49:56		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:49:56		initialize selection method=last_iterate.
2023-09-11 17:49:56		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:49:57		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:49:57		initialize selection method=last_iterate.
2023-09-11 17:49:57		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:49:59		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:49:59		initialize selection method=last_iterate.
2023-09-11 17:49:59		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:50:00		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:50:00		initialize selection method=last_iterate.
2023-09-11 17:50:00		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:50:02		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:50:02		initialize selection method=last_iterate.
2023-09-11 17:50:02		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:50:03		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:50:03		initialize selection method=last_iterate.
2023-09-11 17:50:03		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:50:04		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:50:04		initialize selection method=last_iterate.
2023-09-11 17:50:04		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:50:06		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:50:06		initialize selection method=last_iterate.
2023-09-11 17:50:06		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:50:07		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:50:07		initialize selection method=last_iterate.
2023-09-11 17:50:07		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:50:08		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:50:08		initialize selection method=last_iterate.
2023-09-11 17:50:08		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:50:10		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:50:10		initialize selection method=last_iterate.
2023-09-11 17:50:10		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:50:11		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:50:11		initialize selection method=last_iterate.
2023-09-11 17:50:11		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:50:12		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:50:12		initialize selection method=last_iterate.
2023-09-11 17:50:12		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:50:14		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:50:14		initialize selection method=last_iterate.
2023-09-11 17:50:14		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:50:15		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:50:15		initialize selection method=last_iterate.
2023-09-11 17:50:15		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:50:16		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:50:16		initialize selection method=last_iterate.
2023-09-11 17:50:17		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:50:18		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:50:18		initialize selection method=last_iterate.
2023-09-11 17:50:18		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:50:19		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:50:19		initialize selection method=last_iterate.
2023-09-11 17:50:19		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:50:20		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:50:20		initialize selection method=last_iterate.
2023-09-11 17:50:21		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:50:22		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:50:22		initialize selection method=last_iterate.
2023-09-11 17:50:22		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:50:23		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:50:23		initialize selection method=last_iterate.
2023-09-11 17:50:23		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:50:25		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:50:25		initialize selection method=last_iterate.
2023-09-11 17:50:25		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:50:26		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:50:26		initialize selection method=last_iterate.
2023-09-11 17:50:26		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:50:27		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:50:27		initialize selection method=last_iterate.
2023-09-11 17:50:27		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:50:29		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:50:29		initialize selection method=last_iterate.
2023-09-11 17:50:29		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:50:30		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:50:30		initialize selection method=last_iterate.
2023-09-11 17:50:30		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:50:31		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:50:31		initialize selection method=last_iterate.
2023-09-11 17:50:31		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:50:33		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:50:33		initialize selection method=last_iterate.
2023-09-11 17:50:33		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:50:34		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:50:34		initialize selection method=last_iterate.
2023-09-11 17:50:34		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:50:35		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:50:35		initialize selection method=last_iterate.
2023-09-11 17:50:35		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:50:37		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:50:37		initialize selection method=last_iterate.
2023-09-11 17:50:37		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:50:38		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:50:38		initialize selection method=last_iterate.
2023-09-11 17:50:38		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:50:40		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:50:40		initialize selection method=last_iterate.
2023-09-11 17:50:40		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:50:41		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:50:41		initialize selection method=last_iterate.
2023-09-11 17:50:41		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:50:42		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:50:42		initialize selection method=last_iterate.
2023-09-11 17:50:42		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:50:44		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:50:44		initialize selection method=last_iterate.
2023-09-11 17:50:44		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:50:45		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:50:45		initialize selection method=last_iterate.
2023-09-11 17:50:45		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:50:46		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:50:46		initialize selection method=last_iterate.
2023-09-11 17:50:46		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:50:48		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:50:48		initialize selection method=last_iterate.
2023-09-11 17:50:48		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:50:49		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:50:49		initialize selection method=last_iterate.
2023-09-11 17:50:49		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:50:50		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:50:50		initialize selection method=last_iterate.
2023-09-11 17:50:50		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:50:52		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:50:52		initialize selection method=last_iterate.
2023-09-11 17:50:52		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:50:53		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:50:53		initialize selection method=last_iterate.
2023-09-11 17:50:53		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:50:54		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:50:54		initialize selection method=last_iterate.
2023-09-11 17:50:54		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:50:56		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:50:56		initialize selection method=last_iterate.
2023-09-11 17:50:56		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:50:57		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:50:57		initialize selection method=last_iterate.
2023-09-11 17:50:57		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:50:59		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:50:59		initialize selection method=last_iterate.
2023-09-11 17:50:59		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:51:00		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:51:00		initialize selection method=last_iterate.
2023-09-11 17:51:00		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:51:01		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:51:01		initialize selection method=last_iterate.
2023-09-11 17:51:01		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:51:03		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:51:03		initialize selection method=last_iterate.
2023-09-11 17:51:03		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:51:04		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:51:04		initialize selection method=last_iterate.
2023-09-11 17:51:04		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:51:06		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:51:06		initialize selection method=last_iterate.
2023-09-11 17:51:06		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:51:07		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:51:07		initialize selection method=last_iterate.
2023-09-11 17:51:07		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:51:08		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:51:08		initialize selection method=last_iterate.
2023-09-11 17:51:08		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:51:10		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:51:10		initialize selection method=last_iterate.
2023-09-11 17:51:10		adapt the model for 1 steps with lr=0.001.
2023-09-11 17:51:11		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 17:51:11		initialize selection method=last_iterate.
