2023-09-05 16:28:47	Test-time adaptation benchmark: scenarios=Scenario(task='classification', model_name='resnet26', model_adaptation_method='rotta', model_selection_method='last_iterate', base_data_name='cifar10', src_data_name='cifar10', test_domains=[TestDomain(base_data_name='cifar10', data_name='cifar10_c_deterministic-frost-5', shift_type='synthetic', shift_property=SyntheticShiftProperty(shift_degree=5, shift_name='frost', version='deterministic', has_shift=True), domain_sampling_name='uniform', domain_sampling_value=None, domain_sampling_ratio=1.0)], test_case=TestCase(inter_domain=HeterogeneousNoMixture(has_mixture=False, non_iid_pattern='class_wise_over_domain', non_iid_ness=0.1), batch_size=64, data_wise='batch_wise', offline_pre_adapt=False, episodic=False, intra_domain_shuffle=True))
2023-09-05 16:28:55		initialize selection method=last_iterate.
2023-09-05 16:28:55		adapt the model for 1 steps with lr=0.001.
2023-09-05 16:28:56		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-05 16:28:56		initialize selection method=last_iterate.
2023-09-05 16:28:56		adapt the model for 1 steps with lr=0.001.
2023-09-05 16:28:57		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-05 16:28:57		initialize selection method=last_iterate.
2023-09-05 16:28:57		adapt the model for 1 steps with lr=0.001.
2023-09-05 16:28:58		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-05 16:28:58		initialize selection method=last_iterate.
2023-09-05 16:28:58		adapt the model for 1 steps with lr=0.001.
2023-09-05 16:28:59		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-05 16:28:59		initialize selection method=last_iterate.
2023-09-05 16:28:59		adapt the model for 1 steps with lr=0.001.
2023-09-05 16:29:00		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-05 16:29:00		initialize selection method=last_iterate.
2023-09-05 16:29:00		adapt the model for 1 steps with lr=0.001.
2023-09-05 16:29:01		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-05 16:29:01		initialize selection method=last_iterate.
2023-09-05 16:29:01		adapt the model for 1 steps with lr=0.001.
2023-09-05 16:29:03		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-05 16:29:03		initialize selection method=last_iterate.
2023-09-05 16:29:03		adapt the model for 1 steps with lr=0.001.
2023-09-05 16:29:04		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-05 16:29:04		initialize selection method=last_iterate.
2023-09-05 16:29:04		adapt the model for 1 steps with lr=0.001.
2023-09-05 16:29:06		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-05 16:29:06		initialize selection method=last_iterate.
2023-09-05 16:29:06		adapt the model for 1 steps with lr=0.001.
2023-09-05 16:29:07		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-05 16:29:07		initialize selection method=last_iterate.
2023-09-05 16:29:07		adapt the model for 1 steps with lr=0.001.
2023-09-05 16:29:09		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-05 16:29:09		initialize selection method=last_iterate.
2023-09-05 16:29:09		adapt the model for 1 steps with lr=0.001.
2023-09-05 16:29:10		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-05 16:29:10		initialize selection method=last_iterate.
2023-09-05 16:29:10		adapt the model for 1 steps with lr=0.001.
2023-09-05 16:29:12		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-05 16:29:12		initialize selection method=last_iterate.
2023-09-05 16:29:12		adapt the model for 1 steps with lr=0.001.
2023-09-05 16:29:14		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-05 16:29:14		initialize selection method=last_iterate.
2023-09-05 16:29:14		adapt the model for 1 steps with lr=0.001.
2023-09-05 16:29:15		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-05 16:29:15		initialize selection method=last_iterate.
2023-09-05 16:29:15		adapt the model for 1 steps with lr=0.001.
2023-09-05 16:29:17		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-05 16:29:17		initialize selection method=last_iterate.
2023-09-05 16:29:17		adapt the model for 1 steps with lr=0.001.
2023-09-05 16:29:18		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-05 16:29:18		initialize selection method=last_iterate.
2023-09-05 16:29:18		adapt the model for 1 steps with lr=0.001.
2023-09-05 16:29:20		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-05 16:29:20		initialize selection method=last_iterate.
2023-09-05 16:29:20		adapt the model for 1 steps with lr=0.001.
2023-09-05 16:29:22		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-05 16:29:22		initialize selection method=last_iterate.
2023-09-05 16:29:22		adapt the model for 1 steps with lr=0.001.
2023-09-05 16:29:23		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-05 16:29:23		initialize selection method=last_iterate.
2023-09-05 16:29:23		adapt the model for 1 steps with lr=0.001.
2023-09-05 16:29:25		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-05 16:29:25		initialize selection method=last_iterate.
2023-09-05 16:29:25		adapt the model for 1 steps with lr=0.001.
2023-09-05 16:29:26		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-05 16:29:26		initialize selection method=last_iterate.
2023-09-05 16:29:26		adapt the model for 1 steps with lr=0.001.
2023-09-05 16:29:28		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-05 16:29:28		initialize selection method=last_iterate.
2023-09-05 16:29:28		adapt the model for 1 steps with lr=0.001.
2023-09-05 16:29:30		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-05 16:29:30		initialize selection method=last_iterate.
2023-09-05 16:29:30		adapt the model for 1 steps with lr=0.001.
2023-09-05 16:29:32		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-05 16:29:32		initialize selection method=last_iterate.
2023-09-05 16:29:32		adapt the model for 1 steps with lr=0.001.
2023-09-05 16:29:33		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-05 16:29:33		initialize selection method=last_iterate.
2023-09-05 16:29:33		adapt the model for 1 steps with lr=0.001.
2023-09-05 16:29:35		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-05 16:29:35		initialize selection method=last_iterate.
2023-09-05 16:29:35		adapt the model for 1 steps with lr=0.001.
2023-09-05 16:29:36		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-05 16:29:36		initialize selection method=last_iterate.
2023-09-05 16:29:36		adapt the model for 1 steps with lr=0.001.
2023-09-05 16:29:38		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-05 16:29:38		initialize selection method=last_iterate.
2023-09-05 16:29:38		adapt the model for 1 steps with lr=0.001.
2023-09-05 16:29:39		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-05 16:29:39		initialize selection method=last_iterate.
2023-09-05 16:29:39		adapt the model for 1 steps with lr=0.001.
2023-09-05 16:29:41		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-05 16:29:41		initialize selection method=last_iterate.
2023-09-05 16:29:41		adapt the model for 1 steps with lr=0.001.
2023-09-05 16:29:43		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-05 16:29:43		initialize selection method=last_iterate.
2023-09-05 16:29:43		adapt the model for 1 steps with lr=0.001.
2023-09-05 16:29:45		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-05 16:29:45		initialize selection method=last_iterate.
2023-09-05 16:29:45		adapt the model for 1 steps with lr=0.001.
2023-09-05 16:29:46		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-05 16:29:46		initialize selection method=last_iterate.
2023-09-05 16:29:46		adapt the model for 1 steps with lr=0.001.
2023-09-05 16:29:48		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-05 16:29:48		initialize selection method=last_iterate.
2023-09-05 16:29:48		adapt the model for 1 steps with lr=0.001.
2023-09-05 16:29:49		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-05 16:29:49		initialize selection method=last_iterate.
2023-09-05 16:29:49		adapt the model for 1 steps with lr=0.001.
2023-09-05 16:29:51		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-05 16:29:51		initialize selection method=last_iterate.
2023-09-05 16:29:51		adapt the model for 1 steps with lr=0.001.
2023-09-05 16:29:52		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-05 16:29:52		initialize selection method=last_iterate.
2023-09-05 16:29:52		adapt the model for 1 steps with lr=0.001.
2023-09-05 16:29:54		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-05 16:29:54		initialize selection method=last_iterate.
2023-09-05 16:29:54		adapt the model for 1 steps with lr=0.001.
2023-09-05 16:29:55		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-05 16:29:55		initialize selection method=last_iterate.
2023-09-05 16:29:55		adapt the model for 1 steps with lr=0.001.
2023-09-05 16:29:57		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-05 16:29:57		initialize selection method=last_iterate.
2023-09-05 16:29:57		adapt the model for 1 steps with lr=0.001.
2023-09-05 16:29:59		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-05 16:29:59		initialize selection method=last_iterate.
2023-09-05 16:29:59		adapt the model for 1 steps with lr=0.001.
2023-09-05 16:30:00		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-05 16:30:00		initialize selection method=last_iterate.
2023-09-05 16:30:00		adapt the model for 1 steps with lr=0.001.
2023-09-05 16:30:02		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
