2023-09-04 19:08:22	Test-time adaptation benchmark: scenarios=Scenario(task='classification', model_name='resnet26', model_adaptation_method='rotta', model_selection_method='last_iterate', base_data_name='cifar10', src_data_name='cifar10', test_domains=[TestDomain(base_data_name='cifar10', data_name='cifar10_c_deterministic-gaussian_noise-5', shift_type='synthetic', shift_property=SyntheticShiftProperty(shift_degree=5, shift_name='gaussian_noise', version='deterministic', has_shift=True), domain_sampling_name='uniform', domain_sampling_value=None, domain_sampling_ratio=1.0)], test_case=TestCase(inter_domain=HeterogeneousNoMixture(has_mixture=False, non_iid_pattern='class_wise_over_domain', non_iid_ness=0.1), batch_size=64, data_wise='batch_wise', offline_pre_adapt=False, episodic=False, intra_domain_shuffle=True))
2023-09-04 19:08:28		initialize selection method=last_iterate.
2023-09-04 19:08:28		adapt the model for 4 steps with lr=0.001.
2023-09-04 19:08:31		select the optimal model (4-th step and lr=0.001) for the current mini-batch.
2023-09-04 19:08:31		initialize selection method=last_iterate.
2023-09-04 19:08:31		adapt the model for 4 steps with lr=0.001.
2023-09-04 19:08:34		select the optimal model (4-th step and lr=0.001) for the current mini-batch.
2023-09-04 19:08:34		initialize selection method=last_iterate.
2023-09-04 19:08:34		adapt the model for 4 steps with lr=0.001.
2023-09-04 19:08:39		select the optimal model (4-th step and lr=0.001) for the current mini-batch.
2023-09-04 19:08:39		initialize selection method=last_iterate.
2023-09-04 19:08:39		adapt the model for 4 steps with lr=0.001.
2023-09-04 19:08:43		select the optimal model (4-th step and lr=0.001) for the current mini-batch.
2023-09-04 19:08:43		initialize selection method=last_iterate.
2023-09-04 19:08:43		adapt the model for 4 steps with lr=0.001.
2023-09-04 19:08:47		select the optimal model (4-th step and lr=0.001) for the current mini-batch.
2023-09-04 19:08:47		initialize selection method=last_iterate.
2023-09-04 19:08:47		adapt the model for 4 steps with lr=0.001.
2023-09-04 19:08:51		select the optimal model (4-th step and lr=0.001) for the current mini-batch.
2023-09-04 19:08:51		initialize selection method=last_iterate.
2023-09-04 19:08:51		adapt the model for 4 steps with lr=0.001.
2023-09-04 19:08:55		select the optimal model (4-th step and lr=0.001) for the current mini-batch.
2023-09-04 19:08:55		initialize selection method=last_iterate.
2023-09-04 19:08:55		adapt the model for 4 steps with lr=0.001.
2023-09-04 19:08:59		select the optimal model (4-th step and lr=0.001) for the current mini-batch.
2023-09-04 19:08:59		initialize selection method=last_iterate.
2023-09-04 19:08:59		adapt the model for 4 steps with lr=0.001.
2023-09-04 19:09:03		select the optimal model (4-th step and lr=0.001) for the current mini-batch.
2023-09-04 19:09:03		initialize selection method=last_iterate.
2023-09-04 19:09:03		adapt the model for 4 steps with lr=0.001.
2023-09-04 19:09:07		select the optimal model (4-th step and lr=0.001) for the current mini-batch.
2023-09-04 19:09:07		initialize selection method=last_iterate.
2023-09-04 19:09:07		adapt the model for 4 steps with lr=0.001.
2023-09-04 19:09:12		select the optimal model (4-th step and lr=0.001) for the current mini-batch.
2023-09-04 19:09:12		initialize selection method=last_iterate.
2023-09-04 19:09:12		adapt the model for 4 steps with lr=0.001.
2023-09-04 19:09:16		select the optimal model (4-th step and lr=0.001) for the current mini-batch.
2023-09-04 19:09:16		initialize selection method=last_iterate.
2023-09-04 19:09:16		adapt the model for 4 steps with lr=0.001.
2023-09-04 19:09:20		select the optimal model (4-th step and lr=0.001) for the current mini-batch.
2023-09-04 19:09:20		initialize selection method=last_iterate.
2023-09-04 19:09:20		adapt the model for 4 steps with lr=0.001.
2023-09-04 19:09:24		select the optimal model (4-th step and lr=0.001) for the current mini-batch.
2023-09-04 19:09:24		initialize selection method=last_iterate.
2023-09-04 19:09:24		adapt the model for 4 steps with lr=0.001.
2023-09-04 19:09:28		select the optimal model (4-th step and lr=0.001) for the current mini-batch.
2023-09-04 19:09:28		initialize selection method=last_iterate.
2023-09-04 19:09:28		adapt the model for 4 steps with lr=0.001.
2023-09-04 19:09:32		select the optimal model (4-th step and lr=0.001) for the current mini-batch.
2023-09-04 19:09:32		initialize selection method=last_iterate.
2023-09-04 19:09:32		adapt the model for 4 steps with lr=0.001.
2023-09-04 19:09:37		select the optimal model (4-th step and lr=0.001) for the current mini-batch.
2023-09-04 19:09:37		initialize selection method=last_iterate.
2023-09-04 19:09:37		adapt the model for 4 steps with lr=0.001.
2023-09-04 19:09:41		select the optimal model (4-th step and lr=0.001) for the current mini-batch.
2023-09-04 19:09:41		initialize selection method=last_iterate.
2023-09-04 19:09:41		adapt the model for 4 steps with lr=0.001.
2023-09-04 19:09:45		select the optimal model (4-th step and lr=0.001) for the current mini-batch.
2023-09-04 19:09:45		initialize selection method=last_iterate.
2023-09-04 19:09:45		adapt the model for 4 steps with lr=0.001.
2023-09-04 19:09:49		select the optimal model (4-th step and lr=0.001) for the current mini-batch.
2023-09-04 19:09:49		initialize selection method=last_iterate.
2023-09-04 19:09:49		adapt the model for 4 steps with lr=0.001.
2023-09-04 19:09:53		select the optimal model (4-th step and lr=0.001) for the current mini-batch.
2023-09-04 19:09:53		initialize selection method=last_iterate.
2023-09-04 19:09:53		adapt the model for 4 steps with lr=0.001.
2023-09-04 19:09:57		select the optimal model (4-th step and lr=0.001) for the current mini-batch.
2023-09-04 19:09:57		initialize selection method=last_iterate.
2023-09-04 19:09:57		adapt the model for 4 steps with lr=0.001.
2023-09-04 19:10:01		select the optimal model (4-th step and lr=0.001) for the current mini-batch.
2023-09-04 19:10:01		initialize selection method=last_iterate.
2023-09-04 19:10:01		adapt the model for 4 steps with lr=0.001.
2023-09-04 19:10:06		select the optimal model (4-th step and lr=0.001) for the current mini-batch.
2023-09-04 19:10:06		initialize selection method=last_iterate.
2023-09-04 19:10:06		adapt the model for 4 steps with lr=0.001.
2023-09-04 19:10:10		select the optimal model (4-th step and lr=0.001) for the current mini-batch.
2023-09-04 19:10:10		initialize selection method=last_iterate.
2023-09-04 19:10:10		adapt the model for 4 steps with lr=0.001.
2023-09-04 19:10:14		select the optimal model (4-th step and lr=0.001) for the current mini-batch.
2023-09-04 19:10:14		initialize selection method=last_iterate.
2023-09-04 19:10:14		adapt the model for 4 steps with lr=0.001.
2023-09-04 19:10:18		select the optimal model (4-th step and lr=0.001) for the current mini-batch.
2023-09-04 19:10:18		initialize selection method=last_iterate.
2023-09-04 19:10:18		adapt the model for 4 steps with lr=0.001.
2023-09-04 19:10:22		select the optimal model (4-th step and lr=0.001) for the current mini-batch.
2023-09-04 19:10:22		initialize selection method=last_iterate.
2023-09-04 19:10:22		adapt the model for 4 steps with lr=0.001.
2023-09-04 19:10:26		select the optimal model (4-th step and lr=0.001) for the current mini-batch.
2023-09-04 19:10:26		initialize selection method=last_iterate.
2023-09-04 19:10:26		adapt the model for 4 steps with lr=0.001.
2023-09-04 19:10:31		select the optimal model (4-th step and lr=0.001) for the current mini-batch.
2023-09-04 19:10:31		initialize selection method=last_iterate.
2023-09-04 19:10:31		adapt the model for 4 steps with lr=0.001.
2023-09-04 19:10:35		select the optimal model (4-th step and lr=0.001) for the current mini-batch.
2023-09-04 19:10:35		initialize selection method=last_iterate.
2023-09-04 19:10:35		adapt the model for 4 steps with lr=0.001.
2023-09-04 19:10:39		select the optimal model (4-th step and lr=0.001) for the current mini-batch.
2023-09-04 19:10:39		initialize selection method=last_iterate.
2023-09-04 19:10:39		adapt the model for 4 steps with lr=0.001.
2023-09-04 19:10:43		select the optimal model (4-th step and lr=0.001) for the current mini-batch.
2023-09-04 19:10:43		initialize selection method=last_iterate.
2023-09-04 19:10:43		adapt the model for 4 steps with lr=0.001.
2023-09-04 19:10:47		select the optimal model (4-th step and lr=0.001) for the current mini-batch.
2023-09-04 19:10:47		initialize selection method=last_iterate.
2023-09-04 19:10:47		adapt the model for 4 steps with lr=0.001.
2023-09-04 19:10:51		select the optimal model (4-th step and lr=0.001) for the current mini-batch.
2023-09-04 19:10:51		initialize selection method=last_iterate.
2023-09-04 19:10:51		adapt the model for 4 steps with lr=0.001.
2023-09-04 19:10:56		select the optimal model (4-th step and lr=0.001) for the current mini-batch.
2023-09-04 19:10:56		initialize selection method=last_iterate.
2023-09-04 19:10:56		adapt the model for 4 steps with lr=0.001.
2023-09-04 19:11:00		select the optimal model (4-th step and lr=0.001) for the current mini-batch.
2023-09-04 19:11:00		initialize selection method=last_iterate.
2023-09-04 19:11:00		adapt the model for 4 steps with lr=0.001.
2023-09-04 19:11:04		select the optimal model (4-th step and lr=0.001) for the current mini-batch.
2023-09-04 19:11:04		initialize selection method=last_iterate.
2023-09-04 19:11:04		adapt the model for 4 steps with lr=0.001.
2023-09-04 19:11:08		select the optimal model (4-th step and lr=0.001) for the current mini-batch.
2023-09-04 19:11:08		initialize selection method=last_iterate.
2023-09-04 19:11:08		adapt the model for 4 steps with lr=0.001.
2023-09-04 19:11:12		select the optimal model (4-th step and lr=0.001) for the current mini-batch.
2023-09-04 19:11:12		initialize selection method=last_iterate.
2023-09-04 19:11:12		adapt the model for 4 steps with lr=0.001.
2023-09-04 19:11:16		select the optimal model (4-th step and lr=0.001) for the current mini-batch.
2023-09-04 19:11:16		initialize selection method=last_iterate.
2023-09-04 19:11:16		adapt the model for 4 steps with lr=0.001.
2023-09-04 19:11:21		select the optimal model (4-th step and lr=0.001) for the current mini-batch.
2023-09-04 19:11:21		initialize selection method=last_iterate.
2023-09-04 19:11:21		adapt the model for 4 steps with lr=0.001.
2023-09-04 19:11:25		select the optimal model (4-th step and lr=0.001) for the current mini-batch.
2023-09-04 19:11:25		initialize selection method=last_iterate.
2023-09-04 19:11:25		adapt the model for 4 steps with lr=0.001.
2023-09-04 19:11:29		select the optimal model (4-th step and lr=0.001) for the current mini-batch.
2023-09-04 19:11:29		initialize selection method=last_iterate.
2023-09-04 19:11:29		adapt the model for 4 steps with lr=0.001.
2023-09-04 19:11:33		select the optimal model (4-th step and lr=0.001) for the current mini-batch.
2023-09-04 19:11:33		initialize selection method=last_iterate.
2023-09-04 19:11:33		adapt the model for 4 steps with lr=0.001.
