2023-09-11 18:07:34	Test-time adaptation benchmark: scenarios=Scenario(task='classification', model_name='resnet26', model_adaptation_method='rotta', model_selection_method='last_iterate', base_data_name='cifar10', src_data_name='cifar10', test_domains=[TestDomain(base_data_name='cifar10', data_name='cifar10_c_deterministic-impulse_noise-5', shift_type='synthetic', shift_property=SyntheticShiftProperty(shift_degree=5, shift_name='impulse_noise', version='deterministic', has_shift=True), domain_sampling_name='uniform', domain_sampling_value=None, domain_sampling_ratio=1.0)], test_case=TestCase(inter_domain=HeterogeneousNoMixture(has_mixture=False, non_iid_pattern='class_wise_over_domain', non_iid_ness=0.1), batch_size=64, data_wise='batch_wise', offline_pre_adapt=False, episodic=False, intra_domain_shuffle=True))
2023-09-11 18:07:46		initialize selection method=last_iterate.
2023-09-11 18:07:46		adapt the model for 1 steps with lr=0.001.
2023-09-11 18:07:46		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 18:07:46		initialize selection method=last_iterate.
2023-09-11 18:07:46		adapt the model for 1 steps with lr=0.001.
2023-09-11 18:07:47		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 18:07:47		initialize selection method=last_iterate.
2023-09-11 18:07:47		adapt the model for 1 steps with lr=0.001.
2023-09-11 18:07:48		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 18:07:48		initialize selection method=last_iterate.
2023-09-11 18:07:48		adapt the model for 1 steps with lr=0.001.
2023-09-11 18:07:49		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 18:07:49		initialize selection method=last_iterate.
2023-09-11 18:07:49		adapt the model for 1 steps with lr=0.001.
2023-09-11 18:07:50		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 18:07:50		initialize selection method=last_iterate.
2023-09-11 18:07:50		adapt the model for 1 steps with lr=0.001.
2023-09-11 18:07:51		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 18:07:51		initialize selection method=last_iterate.
2023-09-11 18:07:51		adapt the model for 1 steps with lr=0.001.
2023-09-11 18:07:52		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 18:07:52		initialize selection method=last_iterate.
2023-09-11 18:07:52		adapt the model for 1 steps with lr=0.001.
2023-09-11 18:07:54		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 18:07:54		initialize selection method=last_iterate.
2023-09-11 18:07:54		adapt the model for 1 steps with lr=0.001.
2023-09-11 18:07:55		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 18:07:55		initialize selection method=last_iterate.
2023-09-11 18:07:55		adapt the model for 1 steps with lr=0.001.
2023-09-11 18:07:57		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 18:07:57		initialize selection method=last_iterate.
2023-09-11 18:07:57		adapt the model for 1 steps with lr=0.001.
2023-09-11 18:07:58		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 18:07:58		initialize selection method=last_iterate.
2023-09-11 18:07:58		adapt the model for 1 steps with lr=0.001.
2023-09-11 18:07:59		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 18:07:59		initialize selection method=last_iterate.
2023-09-11 18:07:59		adapt the model for 1 steps with lr=0.001.
2023-09-11 18:08:01		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-11 18:08:01		initialize selection method=last_iterate.
2023-09-11 18:08:01		adapt the model for 1 steps with lr=0.001.
